Sku,Delivery_time,Product_id,category,level,url,brand,title,Variant,source_url,desc1,um,region_name,price1,Saller,price,desc
BSUP0.45LDGCSHEET8FT,,3360,gc sheet,,http://www.materialtree.com/0-45-mm-thickness-x-8-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.45 mm Thickness. x 8 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.45  Brand / Manufacturer   Lloyds Steel  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   21 ', Per Sheet,,,BuildSupplies',1238 ,0.45 mm Thickness. x 8 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.45JSWVGCSHEET10FT,,3348,gc sheet,,http://www.materialtree.com/0-45-mm-thickness-x-10-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.45 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.45  Brand / Manufacturer   JSW  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   21 ', Per Sheet,,,BuildSupplies',1238 ,0.45 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.5JSWVGCSHEET12FT,,3355,gc sheet,,http://www.materialtree.com/0-50-mm-thickness-x-12-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.50 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.5  Brand / Manufacturer   JSW  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   23 ', Per Sheet,,,BuildSupplies',1356 ,0.50 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.5JSWVGCSHEET8FT,,3343,gc sheet,,http://www.materialtree.com/0-50-mm-thickness-x-8-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.50 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.5  Brand / Manufacturer   JSW  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   23 ', Per Sheet,,,BuildSupplies',1356 ,0.50 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.45LDGCSHEET12FT,,3372,gc sheet,,http://www.materialtree.com/0-45-mm-thickness-x-12-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.45 mm Thickness. x 12 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.45  Brand / Manufacturer   Lloyds Steel  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   21 ', Per Sheet,,,BuildSupplies',1238 ,0.45 mm Thickness. x 12 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUPMSS9MM,,4406,per kg,,http://www.materialtree.com/mild-steel-9-mm-square-bright-per-kg,Generic,Mild Steel 9 mm Square Bright  (Per Kg),,, Thickness   9 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Square  Length   6 Meters  Size   9 mm Thickness  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',44 ,Mild Steel 9 mm Square Bright Bar'
BSUP0.5LDGCSHEET8FT,,3361,gc sheet,,http://www.materialtree.com/0-50-mm-thickness-x-8-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.50 mm Thickness. x 8 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.5  Brand / Manufacturer   Lloyds Steel  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   23 ', Per Sheet,,,BuildSupplies',1356 ,0.50 mm Thickness. x 8 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.45LDGCSHEET10FT,,3366,gc sheet,,http://www.materialtree.com/0-45-mm-thickness-x-10-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.45 mm Thickness. x 10 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.45  Brand / Manufacturer   Lloyds Steel  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   21 ', Per Sheet,,,BuildSupplies',1238 ,0.45 mm Thickness. x 10 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.5LDGCSHEET10FT,,3367,gc sheet,,http://www.materialtree.com/0-50-mm-thickness-x-10-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.50 mm Thickness. x 10 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.5  Brand / Manufacturer   Lloyds Steel  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   23 ', Per Sheet,,,BuildSupplies',1356 ,0.50 mm Thickness. x 10 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUPMSS10MM,,4407,per kg,,http://www.materialtree.com/mild-steel-10-mm-square-bright-per-kg,Generic,Mild Steel 10 mm Square Bright  (Per Kg),,, Thickness   10 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Square  Length   6 Meters  Size   10 mm Thickness  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',44 ,Mild Steel 10 mm Square Bright Bar'
BSUPMSR9MM,,4409,per kg,,http://www.materialtree.com/mild-steel-9-mm-round-bright-per-kg,Generic,Mild Steel 9 mm Round Bright  (Per Kg),,, Thickness   9 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Round  Length   6 Meters  Size   9 mm Thickness  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',44 ,Mild Steel 9 mm Round Bright Bar'
BSUPMSS12MM,,4408,per kg,,http://www.materialtree.com/mild-steel-12-mm-square-bright-per-kg,Generic,Mild Steel 12 mm Square Bright  (Per Kg),,, Thickness   12 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Square  Length   6 Meters  Size   12 mm Thickness  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',44 ,Mild Steel 12 mm Square Bright Bar'
BSUP0.5JSWVGCSHEET10FT,,3349,gc sheet,,http://www.materialtree.com/0-50-mm-thickness-x-10-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.50 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.5  Brand / Manufacturer   JSW  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   23 ', Per Sheet,,,BuildSupplies',1356 ,0.50 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUPMSF25X5,,4414,per kg,,http://www.materialtree.com/mild-steel-25-mmx-5-mm-flat-bright-per-kg,Generic,Mild Steel 25 mmx 5 mm Flat Bright  (Per Kg),,, Thickness   25 mm x 5 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Flat  Length   6 Meters  Size   25 mm x 5 mm  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',48 ,Mild Steel 25 mmx 5 mm Flat Bright Bar'
BSUPMSR12MM,,4411,per kg,,http://www.materialtree.com/mild-steel-12-mm-round-bright-per-kg,Generic,Mild Steel 12 mm Round Bright  (Per Kg),,, Thickness   12 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Round  Length   6 Meters  Size   12 mm Thickness  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',44 ,Mild Steel 12 mm Round Bright Bar'
BSUPMSF25X4,,4413,per kg,,http://www.materialtree.com/mild-steel-25-mmx-4-mm-flat-bright-per-kg,Generic,Mild Steel 25 mmx 4 mm Flat Bright  (Per Kg),,, Thickness   25 mm x 4 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Flat  Length   6 Meters  Size   25 mm x 4 mm  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',48 ,Mild Steel 25 mmx 4 mm Flat Bright Bar'
BSUP0.4JSWVGCSHEET10FT,,3347,gc sheet,,http://www.materialtree.com/0-40-mm-thickness-x-10-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.40 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.4  Brand / Manufacturer   JSW  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   19 ', Per Sheet,,,BuildSupplies',1141 ,0.40 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUPMSF25X6,,4415,per kg,,http://www.materialtree.com/mild-steel-32-mmx-6-mm-flat-bright-per-kg,Generic,Mild Steel 32 mmx 6 mm Flat Bright  (Per Kg),,, Thickness   32 mm x 6 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Flat  Length   6 Meters  Size   32 mm x 6 mm  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',48 ,Mild Steel 32 mmx 6 mm Flat Bright Bar'
BSUPMSF19X5,,4416,per kg,,http://www.materialtree.com/mild-steel-19-mmx-5-mm-flat-bright-per-kg,Generic,Mild Steel 19 mmx 5 mm Flat Bright  (Per Kg),,, Thickness   19 mm x 5 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Flat  Length   6 Meters  Size   19 mm x 5 mm  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',48 ,Mild Steel 19 mmx 5 mm Flat Bright Bar'
BSUP0.3JSWVGCSHEET8FT,,3339,gc sheet,,http://www.materialtree.com/0-30-mm-thickness-x-8-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.30 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.3  Brand / Manufacturer   JSW  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   14 ', Per Sheet,,,BuildSupplies',841 ,0.30 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.3LDGCSHEET8FT,,3357,gc sheet,,http://www.materialtree.com/0-30-mm-thickness-x-8-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.30 mm Thickness. x 8 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.3  Brand / Manufacturer   Lloyds Steel  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   14 ', Per Sheet,,,BuildSupplies',841 ,0.30 mm Thickness. x 8 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.3JSWVGCSHEET10FT,,3345,gc sheet,,http://www.materialtree.com/0-30-mm-thickness-x-10-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.30 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.3  Brand / Manufacturer   JSW  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   14 ', Per Sheet,,,BuildSupplies',841 ,0.30 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUPMSF25X3,,4412,per kg,,http://www.materialtree.com/mild-steel-25-mmx-3-mm-flat-bright-per-kg,Generic,Mild Steel 25 mmx 3 mm Flat Bright  (Per Kg),,, Thickness   25 mm x 3 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Flat  Length   6 Meters  Size   25 mm x 3 mm  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',48 ,Mild Steel 25 mmx 3 mm Flat Bright Bar'
BSUP0.35JSWVGCSHEET8FT,,3340,gc sheet,,http://www.materialtree.com/0-35-mm-thickness-x-8-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.35 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.35  Brand / Manufacturer   JSW  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   17 ', Per Sheet,,,BuildSupplies',1021 ,0.35 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.3LDGCSHEET12FT,,3369,gc sheet,,http://www.materialtree.com/0-30-mm-thickness-x-12-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.30 mm Thickness. x 12 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.3  Brand / Manufacturer   Lloyds Steel  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   14 ', Per Sheet,,,BuildSupplies',841 ,0.30 mm Thickness. x 12 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUPMSR10MM,,4410,per kg,,http://www.materialtree.com/mild-steel-10-mm-round-bright-per-kg,Generic,Mild Steel 10 mm Round Bright  (Per Kg),,, Thickness   10 mm  Brand / Manufacturer   Generic  Unit   Kgs  Standard Code   IS 432-1 (1982)  Color   Steel Grey  Shape   Round  Length   6 Meters  Size   10 mm Thickness  Delivery Time (Days)   1-5 Days ', Per Kgs,,,Pankaj Bhandari',44 ,Mild Steel 10 mm Round Bright Bar'
BSUP0.35JSWVGCSHEET10FT,,3346,gc sheet,,http://www.materialtree.com/0-35-mm-thickness-x-10-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.35 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.35  Brand / Manufacturer   JSW  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   17 ', Per Sheet,,,BuildSupplies',1021 ,0.35 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.3JSWVGCSHEET12FT,,3351,gc sheet,,http://www.materialtree.com/0-30-mm-thickness-x-12-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.30 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.3  Brand / Manufacturer   JSW  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   14 ', Per Sheet,,,BuildSupplies',841 ,0.30 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.35JSWVGCSHEET12FT,,3352,gc sheet,,http://www.materialtree.com/0-35-mm-thickness-x-12-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.35 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.35  Brand / Manufacturer   JSW  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   17 ', Per Sheet,,,BuildSupplies',1021 ,0.35 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.3LDGCSHEET10FT,,3363,gc sheet,,http://www.materialtree.com/0-30-mm-thickness-x-10-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.30 mm Thickness. x 10 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.3  Brand / Manufacturer   Lloyds Steel  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   14 ', Per Sheet,,,BuildSupplies',841 ,0.30 mm Thickness. x 10 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
