BSUP53233,,2516,,,http://www.materialtree.com/8-way-tpn-anchor-tpn-single-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,8 Way TPN  Anchor TPN Single Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',1634.1 ,8 Way TPN  Anchor TPN Single Door Distribution Board with Phosphatised and Powder Coated'
BSUP53211,,2514,,,http://www.materialtree.com/4-way-tpn-anchor-tpn-single-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,4 Way TPN  Anchor TPN Single Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',1237.6 ,4 Way TPN  Anchor TPN Single Door Distribution Board with Phosphatised and Powder Coated'
BSUP36835,,2518,,,http://www.materialtree.com/6-way-tpn-anchor-tpn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,6 Way TPN  Anchor TPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',2035.15 ,6 Way TPN  Anchor TPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP36846,,2519,,,http://www.materialtree.com/8-way-tpn-anchor-tpn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,8 Way TPN  Anchor TPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',2505.75 ,8 Way TPN  Anchor TPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP16011,,2508,,,http://www.materialtree.com/4-way-spn-anchor-spn-transperent-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,4 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',482.95 ,4 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated'
BSUP53222,,2515,,,http://www.materialtree.com/6-way-tpn-anchor-tpn-single-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,6 Way TPN  Anchor TPN Single Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',1405.95 ,6 Way TPN  Anchor TPN Single Door Distribution Board with Phosphatised and Powder Coated'
BSUP36824,,2517,,,http://www.materialtree.com/4-way-tpn-anchor-tpn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,4 Way TPN  Anchor TPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',1647.1 ,4 Way TPN  Anchor TPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP16044,,2511,,,http://www.materialtree.com/10-way-spn-anchor-spn-transperent-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,10 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',670.15 ,10 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated'
BSUP36766,,2505,,,http://www.materialtree.com/8-way-spn-anchor-spn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,8 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',789.75 ,8 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP16055,,2512,,,http://www.materialtree.com/12-way-spn-anchor-spn-transperent-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,12 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',768.95 ,12 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated'
BSUP36755,,2504,,,http://www.materialtree.com/6-way-spn-anchor-spn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,6 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',713.7 ,6 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP53040,,2502,,,http://www.materialtree.com/12-way-spn-anchor-spn-single-door-disitribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,12 Way SPN Anchor SPN Single Door Disitribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',657.8 ,12 Way SPN Anchor SPN Single Door Disitribution Board with Phosphatised and Powder Coated'
BSUP53030,,2501,,,http://www.materialtree.com/8-way-spn-anchor-spn-single-door-disitribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,8 Way SPN Anchor SPN Single Door Disitribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',510.9 ,8 Way SPN Anchor SPN Single Door Disitribution Board with Phosphatised and Powder Coated'
BSUP16033,,2510,,,http://www.materialtree.com/8-way-spn-anchor-spn-transperent-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,8 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',620.75 ,8 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated'
BSUP16022,,2509,,,http://www.materialtree.com/6-way-spn-anchor-spn-transperent-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,6 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',531.7 ,6 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated'
BSUP36788,,2507,,,http://www.materialtree.com/16-way-spn-anchor-spn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,16 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',1316.25 ,16 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP36777,,2506,,,http://www.materialtree.com/12-way-spn-anchor-spn-double-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,12 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',982.8 ,12 Way SPN Anchor SPN Double Door Distribution Board with Phosphatised and Powder Coated'
BSUP16066,,2513,,,http://www.materialtree.com/16-way-spn-anchor-spn-transperent-door-distribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,16 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',936.65 ,16 Way SPN Anchor SPN Transperent Door Distribution Board with Phosphatised and Powder Coated'
BSUP53051,,2503,,,http://www.materialtree.com/16way-spn-anchor-spn-single-door-disitribution-board-with-phosphatised-and-powder-coated,Anchor Panasonic,16Way SPN Anchor SPN Single Door Disitribution Board with Phosphatised and Powder Coated,,, Standard Code   No  Poles   No  Power Rating   No  Unit   Piece  Minimum Order Quantity   1  Color   Steel Grey  Brand / Manufacturer   Anchor Panasonic  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Piece,,,BuildSupplies',801.45 ,16Way SPN Anchor SPN Single Door Disitribution Board with Phosphatised and Powder Coated'
Sku,Delivery_time,Product_id,category,level,url,brand,title,Variant,source_url,desc1,um,region_name,price1,Saller,price,desc
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=26,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=26,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
"SWR PVC,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/swr/swr-pvc-pipes?id=26,Ashirvad,"SWR PVC,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,6 Meters,,,, 2563.00,"PVC pipes are superior grade pipes which has applications in residential, commercial and industrial drainage systems. We offer genuine and quality PVC Pipes at best prices online."
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=26,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=632,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=26,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=26,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",,,plumbing pipes-fittings,,http://www.materialtree.com/plumbing/pipes-fittings/cpvc/sdr?id=26,Ashirvad,"SDR CPVC Pipes,Ashirvad CPVC SDR Pipes & Fittings",  Total: 0 Rs. 0.00,,,5 Meters,,,, 1595.08,"Buy superior quality pipes to ensure long lasting plumbing system. We provide pipes which are maintenance free, leak proof, durable, maintenance free, UV stabilized etc."
Sku,Delivery_time,Product_id,category,level,url,brand,title,Variant,source_url,desc1,um,region_name,price1,Saller,price,desc
BSUPWSTF50-01,,3306,water tank,,http://www.materialtree.com/500-litres-renotuf-water-tank-wstf50-01,Sintex Industries,500 Litres Renotuf  Water Tank- WSTF50-01,,, Standard Code   IS 12701(1996)  Size   500 Litres  Unit   Tank  Minimum Order Quantity   1  Layer   Double Layer  Capacity   500 to 1000 Litres  Shape   Cylindrical  Color   Black  Brand / Manufacturer   Sintex Industries  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Tank,,,BuildSupplies',2350 ,"Strong and Durable, FDA Grade Matrial for Hygiene, Stylish Design, 100% Virgin Material, Value for Money.'"
BSUPWSCC50-01,,3313,water tanks,,http://www.materialtree.com/500-litres-reno-water-tanks-wscc50-01,Sintex Industries,500 Litres Reno Water Tanks- WSCC50-01,,, Standard Code   IS 12701(1996)  Size   500 Litres  Unit   Tank  Minimum Order Quantity   1  Layer   Double Layer  Capacity   500 to 1000 Litres  Shape   Cylindrical  Color   Black  Brand / Manufacturer   Sintex Industries  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Tank,,,BuildSupplies',2500 ,"100% Virgin Material, FDA Grade Material, Stylish Design, Ribbed Design for Better Strength, Hygienic.'"
BSUPGKBDLWT500,,949,lts black,,http://www.materialtree.com/ganga-kaveri-500-lts-black-double-layer-water-tank,Kaveri Plasto,500 Litres Ganga Kaveri Black Double Layer Water Tank,,, Standard Code   IS12701  Size   500 Litres  Unit   Tank  Minimum Order Quantity   1  Layer   Double Layer  Capacity   500 to 1000 Litres  Shape   Cylindrical  Color   Black  Brand / Manufacturer   Kaveri Plasto  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Tank,,,BuildSupplies',2725 ,"', ', ', ', '"
BSUPGKSYTLWT500,,965,yellow triple,,http://www.materialtree.com/500-litres-gkstar-yellow-triple-layer-water-tank,Kaveri Plasto,500 Litres GKStar Yellow Triple Layer Water Tank,,, Standard Code   IS12701  Size   500 Litres  Unit   Tank  Minimum Order Quantity   1  Layer   Triple Layer  Capacity   500 to 1000 Litres  Shape   Cylindrical  Color   Yellow  Brand / Manufacturer   Kaveri Plasto  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Tank,,,BuildSupplies',2875 ,"', ', ', ', '"
BSUPWSCC70-01,,3314,water tanks,,http://www.materialtree.com/700-litres-reno-water-tanks-wscc70-01,Sintex Industries,700 Litres Reno Water Tanks- WSCC70-01,,, Standard Code   IS 12701(1996)  Size   700 Litres  Unit   Tank  Minimum Order Quantity   1  Layer   Double Layer  Capacity   500 to 1000 Litres  Shape   Cylindrical  Color   Black  Brand / Manufacturer   Sintex Industries  Delivery Time (Days)   1-5 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Tank,,,BuildSupplies',3500 ,"100% Virgin Material, FDA Grade Material, Stylish Design, Ribbed Design for Better Strength, Hygienic.'"
